Population,Stat Area,CU,Year,Original Escapement Estimate,Database Estimate,Recommended Estimate,# Surveys Used in Estimate,Analysis Method (Pre 2004),Analysis Reliability (Pre 2004),Annual Est. Method,Annual Est. Classification,Recommended Method,Recommended Classification,Peak Timing Covered? (Y/N) (Peak Time),QA Comments,Annual Est. Rationale,AUC Recalculation,# of Surveys
roscoe,7,northern_coastal,2023,1100,1100,A/P,3,,,5,5,5,6,N (Oct B),"5 inspections done this year, 3 used to generate coho estimate. Weak reliability classification of 5, and peak timing was not seen. Rationale states that inspection quality was not great, and that there may have been some misidentification. Data is not strong enough to generate an accurate estimate, original estimate is likely not valid, recommend switch to A/P. Estimate was done by an expert opinion.",Coho were estimated  on 3 occasions (the flight count saw none but it is assumed there were coho that were misidentified as chums). The annual coho escapement estimate is an expert opinion and should be seen as a relatively low reliability minimum. ,,5
roscoe,7,northern_coastal,2024,,A/P,A/P,3,,,5,6,5,6,N (Oct B),"5 inspections done this year, 3 used to generate coho estimate. Weak reliability classification of 6, and peak timing was not seen. Rationale states that inspection quality was not great, data is not strong enough to generate an accurate estimate. Original A/P estimate is valid.","Coho were seen on 3 occasions but later inspections in good conditons would have been necessary to make an annual escapament estimate from. On September 8th, 210 live coho were estimated.",,5
salloomt,8,bella_coola_dean,1980,NA,100,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1981,,"""?""",A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1982,NA,50,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1983,NA,600,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1984,NA,1800,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1985,NA,450,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1986,NA,30,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1987,NA,66,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1988,NA,478,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1989,NA,,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1990,NA,,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1991,NA,100,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream, but was able to find a coho count for the year. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1992,NA,,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1993,NA,,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1994,NA,,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1995,NA,,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1996,NA,,A/P,,,,,,,,,"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream. The estimate is listed as NA likely indicating A/P, this is valid.",,,
salloomt,8,bella_coola_dean,1997,NA,,A/P,,,,,,,,N (Nov B - Dec A),"It is not stated in any comments, but the escapement figures for this stream are likely included on the BC16 for Bella Coola River. There is no SEN info for this stream. The estimate is listed as NA likely indicating A/P, this is valid.",,,8
salloomt,8,bella_coola_dean,1998,NA,,A/P,,,,,,,,Y (Nov B - Dec A),"The escapement figures for this stream are included on the BC16 for Bella Coola River. There was a SEN available this year so peak timing and amount of surveys done are known. The estimate is listed as NA likely indicating A/P, this is valid.",Escapement figures for this stream are included on the BC16 for Bella Coola River,,14
salloomt,8,bella_coola_dean,1999,NA,2000,A/P,,,,,,,,Y (Nov B - Dec A),"The escapement figures for this stream are included on the BC16 for Bella Coola River. There was a SEN available this year so peak timing, amount of surveys, and coho estimate are known. The estimate is listed as NA likely indicating A/P, this is valid.",Escapement figures for this stream are included on the BC16 for Bella Coola River,,12
salloomt,8,bella_coola_dean,2000,NA,,A/P,,,,,,,,Y (Nov B - Dec A),"The escapement figures for this stream are included on the BC16 for Bella Coola River. There was a SEN available this year so peak timing and amount of surveys done are known. The estimate is listed as NA likely indicating A/P, this is valid.",Escapement figures for this stream are included on the BC16 for Bella Coola River,,15
salloomt,8,bella_coola_dean,2001,NA,750,A/P,3,1,,,,,,N (Nov B - Dec A),"8 inspections done this year, 3 used to generate the coho estimate. Unknown estimate reliability, peak timing was not seen on the inspections. There is a discrepancy between the NuSEDS estimate of NA, and the 750 estimate found in the database. All of the data available is not strong enough to generate an accurate estimate without any rationale and limited SIL data, recommend switch to A/P.",,,8
salloomt,8,bella_coola_dean,2002,NA,2080,2080,5,1,3,,,,,Y (Nov B - Dec A),"10 inspections done this year, 5 used to generate the coho estimate. Medium estimate reliability of 3, peak timing was seen on the inspections. There is a discrepancy between the NuSEDS estimate of NA, and the 2080 estimate found in the database. Despite lacking a rationale, SIL data is strong with the majority of inspections having high countability over peak timing, recommend switching to the database estimate of 2080.",,,10
salloomt,8,bella_coola_dean,2003,2000,2000,2000,5,1,3,,,,,Y (Nov B - Dec A),"10 inspections done this year, 5 used to generate coho estimate. Medium reliability classification of 3, but peak timing was seen. Data is strong enough to generate an accurate estimate, original estimate is likely valid. Despite lacking a rationale, SIL data is strong with the majority of inspections having high countability over peak timing, original estimate is valid.",,,10
salloomt,8,bella_coola_dean,2004,1000,1000,1000,2,,,12,4,12,5,N (Nov B - Dec A),"8 inspections done this year, 2 used to generate coho estimate. Medium reliability classification of 4, but peak timing was not seen. Estimate method was listed as 12, done by way of  the summation of estimated coho seen pre and post peak. This is a method that has been rarely used. Rationale states that peak timing was not seen due to unfavourable conditions, reliability classification could be switched to 5. Estimate is likely valid.","The residence time for coho this year was estimated to be < 11 days.  The peak of the spawn (mid-November) was not surveyed due to poor conditions and an estimate was made (Charter Patrol) to account for fish that were missed.  Therefore, the coho escapement was 2X the summation of the number of fish observed during the counts on November 4 (400) and 28 (60).",,8
salloomt,8,bella_coola_dean,2005,450,450,450,3,,,12,4,12,4,Y (Nov B - Dec A),"6 inspections done this year, 3 used to generate coho estimate. Medium reliability classification of 4, but peak timing was seen. Estimate method was listed as 12, done by way of the summation of new coho seen in each November count. This is a method that has been rarely used, peak plus dead would be more appropriate, as peak timing was seen in favourable conditions. Estimate is likely valid, but could be switched to peak plus dead.","There were 3 inspections for coho this year- October 27 and November 4 and 22.  All of the inspections were timed so that conditions were favourable.  The escapement was based on the summation of the number of new fish to the system during each successive count (300 + 50 + 50).  There was a long duration between the November 4 and 22 counts (poor enumeration conditions) and inspections ended early in the spawn, so Charter Patrol estimated another 50 for the season. ",,6
salloomt,8,bella_coola_dean,2006,95,95,95,3,,,12,4,1,4,Y (Nov B - Dec A),"5 inspections done this year, 3 used to generate coho estimate. Medium reliability classification of 4, and peak timing was seen. According to the rationale, estimate was done by a live plus dead, while the method stated was other, reccomend switch to a method of 1. Data is strong enough to generate an accurate estimate, original estimate is likely valid.","Ralph Nelson estimated estimated 80 coho for 2006, based on new to the system, carcasses, and empty redds during the 1st inspection.  He did note kelts during the first inspection and that fish would probably arrive later as well.  The Nuxalk Fisheries performed a later November walk and a final estimate of 95 was reported for 2006. ",,5
salloomt,8,bella_coola_dean,2007,220,220,A/P,3,,,5,4,,6,Y (Nov B - Dec A),"The estimate rationale states that an annual estimate was not possible due to missing peak, poor countability, and poor reliability. However, a annual escapement estimate was listed anyways, should be switched to A/P.","Coho were seen on three occasions, two of which was very unreliable the other too early in season.  During the most reliable inspection 120 were estimated from a count of 92 during a foot survey in mid-September.  Additionally, 5 jacks were estimated. A flight was planned for later October/early November, however it could not be completed until November 20.  Conditions were poor (fog) and an estimate of 65 was made with very low reliability.  Without a foot survey in October or November, or a reliable flight during the same time period, no annual estimate was possible.",,6
salloomt,8,bella_coola_dean,2008,NA,A/P,A/P,4,,,5,4,,6,N (Nov B - Dec A),Escapement estimate is valid. Not enough information to generate an escapement estimate. ,"Coho - The estimated total to date,  Nov. 05 is 80,  it is likely more coho entered the system after the last inspection. The estimate does reflect the poor return to the system in 2008. In addition, 8 male and 8 females (36,825 eggs) were taken for hatchery brood stock. 
",,7
salloomt,8,bella_coola_dean,2009,1100,1100,1100,2,,,5,5,5,5,Y (Nov B - Dec A),"7 inspections done this year, 2 used to generate coho estimate. Low reliability classification of 5, but peak timing was seen according to historical data. Data is strong enough to generate an accurate estimate, original estimate is likely valid.","Coho - Estimate low because it is likely more coho entered the system after last inspection.
",,7
salloomt,8,bella_coola_dean,2010,800,800,800,4,,,12,5,12,5,Y (Nov B - Dec A),"10 inspections done this year, 4 used to generate coho estimate. Low reliability classification of 5, but peak timing was seen. Rationale states that the estimate provided was supposed to be up to December 4th that year, with the possibility of more coho still yet to enter the system. Judging by peak timing historically for this system, they saw most of peak timing regardless. A combination of live plus dead plus unaccompanied redds were used to create the estimate, method of 12 is valid. Data is strong enough to generate an accurate estimate, original estimate is likely valid.","Coho were inspected for on four occasions by Charter Patrol and NCFM. The last walk date of December 4th recorded 80 (fresh) holding, 9 spawning and 315 unattended redds. On the last walk especially, some redds will have been missed due to ice coverage.  The annual escapement estimate was compiled from all 4 walks, using the last one as corroboration of previous ""waves"" of spawning coho. The annual estimate should be considered a minimum as the end of spawning was not defined and coho are known to spawn in this system in low numbers for at least another month. This estimate represents the escapement total todate. Care should be taken when comparing escapement estimates from year to year because last inspection dates and viewing conditions vary considerably. The hatchery took 32,000 coho eggs.",,10
salloomt,8,bella_coola_dean,2011,1300,1300,1300,2,,,5,4,5,4,Y (Nov B - Dec A),"6 inspections done this year, 2 used to generate coho estimate. Medium reliability classification of 4. Peak count was seen, and rationale states that it is more representative of the  total stock than in the other tributaries. A combination of live plus dead plus unaccompanied redds were used to create the estimate, method of 5 is valid. Data is strong enough to generate an accurate estimate, original estimate is likely valid.","Coho - Peak count was 781 live, 12 dead and 118 unattended redds. This system is larger than the other lower Bella Coola Valley tributaries with good visually countable holding pools. In the other tributaties fewer holding fish are seen as they most likely hold  in the main river until near to spawning. The estimate is made with the belief that the peak count is more representative of the  total stock than in the other tributaries. 
",,6
salloomt,8,bella_coola_dean,2012,200,200,200,4,,,5,4,5,4,Y (Nov B - Dec A),"7 inspections done this year, 4 used to generate coho estimate. Medium reliability classification of 4. Peak count was seen. A combination of live plus dead plus unaccompanied redds were used to create the estimate, method of 5 is valid. Data is strong and complete enough to generate an accurate estimate, original estimate is likely valid.","Coho -  Four assessment walks were done in the fall, all of which saw coho, though one of these was incomplete (only intended to find easily accessible coho broodstock). However, given the recent and normal temporal and spatial distribution of Coho, it can be considered a full-length system estimate. The annual Coho estimate was a compilation of live plus dead and unaccompanied redd counts, minus 7 removed as broodstock. For brood stock, 4 females and 3 males were taken resulting in an egg take of approximately 15,200.
",,7
salloomt,8,bella_coola_dean,2013,850,850,850,4,,,5,4,5,4,Y (Nov B - Dec A),"10 inspections done this year, 4 used to generate coho estimate. Low reliability classification of 5, but peak timing was seen. Rationale states that the estimate provided was supposed to be up to December 4th that year, with the possibility of more coho still yet to enter the system. Judging by peak timing historically for this system, they saw most of peak timing regardless. A combination of live plus dead plus unaccompanied redds were used to create the estimate, method of 5 is valid. Data is strong enough to generate an accurate estimate, at least as an accurate minimum, original estimate is likely valid.","Coho were enumerated for 4 times, all by Charter Patrol. Residencies were variable and difficult to estimate because coho in this system hold as well as spawn and residencies for these behaviors are very different. So expert opinion was the method used to arrive at the annual estimate, which was based on unaccompanied redds, carcass and live counts. A relatively small percentage of new coho are expected after the last inspection date of December 4, nevertheless the annual estimate should be considered a minimum.
",,7
salloomt,8,bella_coola_dean,2014,500,500,528,3,,,3,5,3,5,Y (Nov B - Dec A),"10 inspections done this year, 3 used to generate coho estimate. Low reliability classification of 5, and peak timing was seen. Estimate method used an AUC, the only one for Salloomt Creek. AUC recalculation was done (Sheet 2). Residency time was found from the estimate rationale, observer efficieny was not stated. An efficiency of 88.933% of found from the observed and estimated totals in the SILs, using this efficiency, an escapement of 518 was found, 10 less than the original. Modifying the efficiency to 87.4% gives the previous escapement result of 528. For some reason the escapement estimate in NuSEDS and the database is listed as 500, recommend switch to the original 528 stated in the rationale.",Coho - The patrolman that conducted the coho inspections and has done so for the past many years estimated the escapement at 480. An auc calculation using the 3 estimates provided with a 15 day residency estimated the escapement at 528. The estimate is likely low partly because more coho would have entered the system after the last inspection (although likely only a small number),,10
salloomt,8,bella_coola_dean,2015,580,580,580,3,,,12,5,12,5,Y (Nov B - Dec A),"3 inspections done this year, all 3 used to generate coho estimate. Low reliability classification of 5, but peak timing was seen. A combination of live plus dead plus unaccompanied redds were used to create the estimate, method of 12 is valid. Data is strong enough to generate an accurate estimate, at least as an accurate minimum, original estimate is likely valid.","Coho were seen on all 3 inspections. The annual estimate is a calculation based on live plus dead and redd counts. This should be seen as a lower reliability minimum count as coho do arrive later in the season than inspections ceased.
",,3
salloomt,8,bella_coola_dean,2016,120,120,120,2,,,5,6,5,5,Y (Nov B - Dec A),"10 inspections done this year, 2 used to generate coho estimate. Inappropriate estimate reliability classification of 6, recommend switch to 5, peak timing was seen. A combination of live plus dead plus unaccompanied redds were used to create the estimate, method of 5 is valid. Data is strong enough to generate an accurate estimate, at least as an accurate minimum, original estimate is likely valid.",Coho were seen on 2 of the late-fall inspections. The annual escapement estimate for coho is an expert opinion based on the live plus dead and redd counts from these 2 walks. The very last (December) walk saw ice and no new signs of coho and was merely a few spot inspections.,,10
salloomt,8,bella_coola_dean,2017,656,656,656,5,,,5,4,5,4,Y (Nov B - Dec A),"13 inspections done this year, 5 used to generate coho estimate. Medium estimate reliability classification of 4, peak timing was seen. A combination of live plus dead plus unaccompanied redds were used to create the estimate, method of 5 is valid. Data is strong enough to generate an accurate estimate, at least as an accurate minimum, original estimate is likely valid.","Coho were seen on 5 of the later-season inspections and the last of the early, paired, inspections. The earliest walks were stymied by receding flood waters that were still muddy. The annual escapement estimate is a compilation of redds, and live plus dead counts. 62 coho were still holding in the lower river on the date of the last walk (December 14). The end of run date is somewhat uncertain though it was estimated as being approximately at the end of the year and this has reduced the reliability of the annual estimate, though not by much in terms of the absolute number. ",,13
salloomt,8,bella_coola_dean,2018,NA,150,150,5,,,5,4,5,4,Y (Nov B - Dec A),"9 inspections done this year, 5 used to generate coho estimate. Medium reliability classification of 4, but peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Walks were done in good visibility, with good countability. There is a discrepancy between the NuSEDS estimate of NA and the database estimate of 150. Data is strong enough to generate an accurate estimate, database estimate of 150 is likely valid. This year is a situation where a AUC calculation seems appropriate, recommend possibly calculating one.","Coho were seen on all coho directed walks, as were redds. The annual escapement estimate is composed of a reasoned redd, dead and live count, which this year was easier than in others because of the relatively consistently low water (high water tends to smooth-over and hide redds).",,9
salloomt,8,bella_coola_dean,2019,NA,,NA,3,,,5,5,,6,Y (Nov B - Dec A),No SEN available for this year.,,,11
salloomt,8,bella_coola_dean,2020,NA,135,135,4,,,5,4,5,4,Y (Nov B - Dec A),"16 inspections done this year, 4 used to generate coho estimate. Medium reliability classification of 4, but peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Walks were done in good visibility, with good countability. There is a discrepancy between the NuSEDS estimate of NA and the database estimate of 135. Data is strong enough to generate an accurate estimate, database estimate of 135 is likely valid. This year is a situation where a AUC calculation seems appropriate, recommend possibly calculating one.","Coho were seen on 4 of the coho directed walks but not the second to last, which was done in very poor conditions and furthermore wasn't complete.The annual escapement estimate is based on a live plus dead count and a redd count combined, with an additional 9 added as an estimate for the time when the river could not be inspected. Probably, this is a somewhat conservative estimate. Chris Willis informally reported and estimated 150
coho in the Salloompt canyon at some unspecified date. Coho frequently back out of a creek after an initial surge upstream. Frequently they leave the creek and spawn elsewhere (as evidenced by tracking programmes).",,16
salloomt,8,bella_coola_dean,2021,,380,380,3,,,5,4,5,4,Y (Nov B - Dec A),"16 inspections done this year, 3 used to generate coho estimate. Medium reliability classification of 4, but peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Walks were done in good visibility, with good countability. Data is strong enough to generate an accurate estimate, original estimate is likely valid. This year is a situation where a AUC calculation seems appropriate, recommend possibly calculating one.","Coho were counted as live plus dead and redds and the expert opinion takes all these things into account to arrive at a reasonably reliable annual escapament estimates. 10 extra coho were added to allow for later arrivals. The center sections of the creek are very braided and coho seem to consider them mostly unsuitable for spawning. Only the larger, upstream sections of these braids were inspected. Only these sections had a significant potential for spawner presences.  ",,16
salloomt,8,bella_coola_dean,2022,,610,610,4,,,5,4,5,4,Y (Nov B - Dec A),"14 inspections done this year, 4 used to generate coho estimate. Medium reliability classification of 4, but peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Walks were done in good visibility, with good countability. Data is strong enough to generate an accurate estimate, original estimate is likely valid. This year is a situation where a AUC calculation seems appropriate, recommend possibly calculating one.","Coho were seen on all 4 later-season walks and an annual escapament estimate was entered above based on an expert opinion, based, in turn on live, dead and unaccompanied redd counts, rounded up. Confidence in the estimate is reduced by the many braids in the middle accessible sections, though coho do not tend ot spawn there, the size of the river, and accessibility to the lower canyon",,14
salloomt,8,bella_coola_dean,2023,,296,296,5,,,5,4,5,4,Y (Nov B - Dec A),"16 inspections done this year, 5 used to generate coho estimate. Medium reliability classification of 4, but peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Walks were done in good visibility, with good countability. Data is strong enough to generate an accurate estimate, original estimate is likely valid. This year is a situation where a AUC calculation seems appropriate, recommend possibly calculating one.",Coho were seen 5 times. The annual escapement estimate is an expert opinion based on redd counts and live and is thought to be reasonable. ,,16
salloomt,8,bella_coola_dean,2024,,330,330,3,,,5,4,5,4,Y (Nov B - Dec A),"19 inspections done this year, 3 used to generate coho estimate. Medium reliability classification of 4, but peak timing was seen. Estimate was done by a live plus dead plus unaccompanied redd count, hence the expert opinion. Walks were done in good visibility, with good countability. Data is strong enough to generate an accurate estimate, original estimate is likely valid. This year is a situation where a AUC calculation seems appropriate, recommend possibly calculating one.","There were 5 late fall coho inspections this year, all by CP. Other species inspections are not included in this record. 
The second last coho inspection saw no coho  possibly due to muddy floodwater conditions (December 3); the last walk confirmed a low abundance or absence of coho instream on December 9th. 
Coho and their redds were seen 3 times this year and the annual escapement estimate is an expert opinion, based on live and dead coho and their unattended redds. Reliability of the counts was fairly good, but the last walks and coho that may have arrived late were not enumerated (well), nece the unscertainty in end -of-run timing.",,19
tyler_ck,6,hecate_strait_mainland,1980,50,50,A/P,,,,,,,,N (Oct C - Nov A),"Only 2 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.",,,2
tyler_ck,6,hecate_strait_mainland,1981,200,200,A/P,,,,,,,,N (Oct C - Nov A),"Only 2 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.",,,2
tyler_ck,6,hecate_strait_mainland,1982,200,200,A/P,,,,,,,,N (Oct C - Nov A),"Only 3 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.",,,3
tyler_ck,6,hecate_strait_mainland,1983,100,100,A/P,,,,,,,,N (Oct C - Nov A),"Only 2 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.",,,2
tyler_ck,6,hecate_strait_mainland,1984,250,250,A/P,,,,,,,,N (Oct C - Nov A),"Only 2 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.",,,2
tyler_ck,6,hecate_strait_mainland,1985,425,425,A/P,2,D/F,B,,,,,N (Oct C - Nov A),"Only 2 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.",,,2
tyler_ck,6,hecate_strait_mainland,1986,300,300,A/P,2,2-Jan,2,,,,,N (Oct C - Nov A),"Only 3 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.",,,3
tyler_ck,6,hecate_strait_mainland,1987,125,125,A/P,2,2-Jan,1,,,,,N (Oct C - Nov A),"There were 5 inspections done this year, all before peak. The reliability stated was a very low 1, not enough information to create an accurate estimate. A/P would be more appropriate.",,,5
tyler_ck,6,hecate_strait_mainland,1988,250,250,A/P,4,2-Jan,3,,,,,N (Oct C - Nov A),"There were 4 inspections done this year, all before peak. The reliability stated was a medium 3, not enough information to create an accurate estimate. A/P would be more appropriate.",,,4
tyler_ck,6,hecate_strait_mainland,1989,250,250,A/P,4,2-Jan,3,,,,,N (Oct C - Nov A),"Despite a strong number of 5 inspections done, coho was not a target and peak was missed. No rationale stated, based on past trends it is likely the estimate was the amount of coho seen on the days inspected. The timing was far off of a proper peak count, A/P is a more appropriate estimate.",,,5
tyler_ck,6,hecate_strait_mainland,1990,300,300,A/P,4,2-Jan,3,,,,,N (Oct C - Nov A),"Despite a strong number of 5 inspections done, coho was not a target and peak was missed. No rationale stated, based on past trends it is likely the estimate was the amount of coho seen on the days inspected. The timing was far off of a proper peak count, A/P is a more appropriate estimate.",,,5
tyler_ck,6,hecate_strait_mainland,1991,350,350,A/P,5,2-Jan,3,,,,,N (Oct C - Nov A),"Despite a strong number of 5 inspections done, coho was not a target and peak was missed. No rationale stated, based on past trends it is likely the estimate was the amount of coho seen on the days inspected. The timing was far off of a proper peak count, A/P is a more appropriate estimate.",,,5
tyler_ck,6,hecate_strait_mainland,1992,475,475,A/P,5,1/2/2003,2,,,,,N (Oct C - Nov A),"Despite a strong number of 5 inspections done, coho was not a target and peak was missed. No rationale stated, based on past trends it is likely the estimate was the amount of coho seen on the days inspected. The timing was far off of a proper peak count, only saw the start. A/P is a more appropriate estimate.","Observed that lake had a fair to good showing of coho, which leads me to believe that the escapement estimate is very conservative.",,5
tyler_ck,6,hecate_strait_mainland,1993,325,325,A/P,6,2-Jan,2,,,,,N (Oct C - Nov A),"Despite a strong number of 7 inspections done, coho was not a target and peak was missed. No rationale stated, based on past trends it is likely the estimate was the amount of coho seen on the days inspected. The timing was far off of a proper peak count, A/P is a more appropriate estimate.",,,7
tyler_ck,6,hecate_strait_mainland,1994,450,450,A/P,,12,1,,,,,N (Oct C - Nov A),"Despite 4 inspections done, coho was not a target and peak was missed. No rationale stated, based on past trends it is likely the estimate was the amount of coho seen on the days inspected. The timing was far off of a proper peak count, A/P is a more appropriate estimate.",,,4
tyler_ck,6,hecate_strait_mainland,1995,175,175,A/P,,2-Jan,1,,,,,N (Oct C - Nov A),"Despite 4 inspections done, coho was not a target and peak was missed. No rationale stated, based on past trends it is likely the estimate was the amount of coho seen on the days inspected. The timing was far off of a proper peak count, A/P is a more appropriate estimate.",,,4
tyler_ck,6,hecate_strait_mainland,1996,NA,Unk.,A/P,1,2-Jan,1,,,,,N (Oct C - Nov A),"Only 1 inspection this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.",,,1
tyler_ck,6,hecate_strait_mainland,1997,160,160,A/P,2,2,1,,,,,N (Oct C - Nov A),"Only 2 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.",,,2
tyler_ck,6,hecate_strait_mainland,1998,800,800,800,4,1,3,,,,,Y (Oct C - Nov A),"4 inspections done this year, medium reliability of 3 and peak timing was seen. Enough information to create an accurate estimate, orginal estimate is likely valid.",Escapement estimate from observations during peak spawning periods. Flew into lake head of left fork fro coho count only section of system unable to inspect what was above the cascades on right fork as usual.,,4
tyler_ck,6,hecate_strait_mainland,1999,120,120,A/P,2,2,1,,,,,N (Oct C - Nov A),"Only 2 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.","Escapement estimate from observations during arrival peak and near end of spawning period. Coho estimate count of fish observed holding lower reaches, will have more holding in lakes headwaters.",,2
tyler_ck,6,hecate_strait_mainland,2000,550,550,A/P,3,1,1,,,,,N (Oct C - Nov A),"3 inspections this year done before peak, not enough information to create an accurate estimate. A/P would be more appropriate.","Escapement estimates from observations during start and end of spawning period. Into head of lastlake by air, found fewer coho using this portion of the creek than in past years. Usually have coho jumpers showing in the lake but none observed this year.",,3
tyler_ck,6,hecate_strait_mainland,2001,900,900,900,7,1,2,,,,,Y (Oct C - Nov A),"7 inspections done this year, low reliability of 2 and peak was seen. Enough information to create an accurate estimate, orginal estimate is likely valid.","Estimate for all species from observations during start, peak, and end of spawning period.",,7
tyler_ck,6,hecate_strait_mainland,2002,1500,1500,1500,4,1,2,,,,,Y (Oct C - Nov A),"4 inspections done this year, low reliability of 2 and peak was seen. Enough information to create an accurate estimate, orginal estimate is likely valid.","Coho estimate from observations during arrival and startof spawning. Inspected watershed above lake for coho, fond coho holding in lake through to Oct. 21. also 3 sockeye seen.",,4
tyler_ck,6,hecate_strait_mainland,2003,460,460,460,5,1,2,,,,,Y (Oct C - Nov A),"5 inspections done this year, low reliability of 2 and peak was seen. Enough information to create an accurate estimate, orginal estimate is likely valid.",Escapement estimates from observation from arrival to end of spawning period.,,5
tyler_ck,6,hecate_strait_mainland,2004,1000,1000,1000,5,,,,,1,5,Y (Oct C - Nov A),"Orignial escapement estimate for this year was listed at 1000. There is no information in the estimate rationale as to how this was reached. Peak timing was seen, Judging from the yearly SILs, 1000 was the peak count taken on November 6th. Recommend that the original estimate is valid, with a reliability of 5 and method of 1.",,,5
