SEASON,Logistical_Area,Year,MONTH,AREA,METHOD,ITEM_GROUP,Item,ADIPOSE_MODIFIER,Disposition,RETAINABLE,ESTIMATE,VARIANCE,UNITS,BCF,BCF_SD,ESTIMATE_CAL,VARIANCE_CAL,UNITS_CAL,SE_CAL,CALIBRATED,PROP_GUIDED,PROP_LODGE,PROP_RESIDENT
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,Other and unknown sharks,Not Applicable,Released,Unspecified,2.186572523,2.594526874,Pieces,NA,NA,2.186572523,2.59453,Pieces,1.61075,No,0,0,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,Pacific cod,Not Applicable,Kept,Legal Size,212.2749091,8349.91218,Pieces,2.23614,0.249627511,94.92917,1782.17654,Pieces,42.21583,Yes,0.72526,0.36515,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,Pacific cod,Not Applicable,Released,Unspecified,93.22346402,6843.916613,Pieces,3.50147,0.630825418,26.62409,581.22545,Pieces,24.10862,Yes,0.09745,0.02577,0.97423
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,Perches,Not Applicable,Kept,Legal Size,51.06045059,2198.68601,Pieces,0.53663,15.63964237,95.1502,7697578.232,Pieces,2774.45098,Yes,0,0,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,Perches,Not Applicable,Released,Unspecified,10.03125,80.56347656,Pieces,0.03418,39.60741248,293.48303,1.15658E+11,Pieces,340085.0477,Yes,0,0,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,SALMON,Pink,Not Applicable,Kept,Legal Size,336.428901,20435.34884,Pieces,1.25416,0.078866658,268.25038,13276.55661,Pieces,115.22394,Yes,0.19671,0.11204,0.96124
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,SALMON,Pink,Not Applicable,Released,Unspecified,2704.061588,1019523.492,Pieces,1.50435,0.243093517,1797.49499,534874.1168,Pieces,731.35088,Yes,0.18492,0.16075,0.91701
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,61.02825224,658.3174344,Pieces,0.41161,0.058010258,148.26718,4322.29289,Pieces,65.74415,Yes,1,0.49952,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,366.331661,15329.85292,Pieces,1.15606,0.327638072,316.87945,19535.58348,Pieces,139.76975,Yes,0.61392,0.59663,0.72454
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,Sculpins,Not Applicable,Released,Unspecified,140.2309142,18963.55474,Pieces,0.20136,0.076688018,696.41892,538054.1091,Pieces,733.52172,Yes,0,0,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,Skates,Not Applicable,Released,Unspecified,4.373145045,5.188432677,Pieces,1.94418,0.324589371,2.24935,1.51369,Pieces,1.23032,Yes,0,0,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,SALMON,Sockeye,Not Applicable,Kept,Legal Size,19.96731017,160.1532716,Pieces,0.94896,0.114592858,21.04126,184.30031,Pieces,13.57572,Yes,0.3607,0.25119,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,SALMON,Sockeye,Not Applicable,Released,Unspecified,2.227429557,2.734012875,Pieces,2.1578,0.279011521,1.03227,0.60501,Pieces,0.77782,Yes,1,0,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,ROCKFISH,Tiger,Not Applicable,Kept,Legal Size,18.22049313,57.29314494,Pieces,0.21865,0.227000613,83.33178,8683.13953,Pieces,93.18337,Yes,1,0.52746,0.47254
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,ROCKFISH,Tiger,Not Applicable,Released,Unspecified,9.610507246,53.91982055,Pieces,0.15182,0.300461226,63.30198,18034.0434,Pieces,134.29089,Yes,1,1,0
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Released,Unspecified,11.63662355,39.2428802,Pieces,NA,NA,11.63662355,39.24288,Pieces,6.26441,No,0.57425,0,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,ROCKFISH,Vermilion,Not Applicable,Kept,Legal Size,2.402626812,3.369988784,Pieces,0.90412,0.092440586,2.65742,4.19647,Pieces,2.04853,Yes,0,0,0
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,Wolf Eel,Not Applicable,Released,Unspecified,2.186572523,2.594526874,Pieces,NA,NA,2.186572523,2.59453,Pieces,1.61075,No,0,0,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Kept,Legal Size,9.15945611,17.3261102,Pieces,0.06058,0.400101323,151.19604,1001875.173,Pieces,1000.93715,Yes,1,0.27045,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Released,Unspecified,331.7032204,32791.54714,Pieces,1.03691,0.18876382,319.89586,33889.94164,Pieces,184.09221,Yes,0.9124,0.90147,0.94205
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Kept,Legal Size,28.64786613,449.3749687,Pieces,0.42882,0.084187973,66.80627,2615.78368,Pieces,51.14473,Yes,0.25069,0.17294,1
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Released,Unspecified,65.03700582,1606.705859,Pieces,0.1622,0.096051503,400.96798,117451.072,Pieces,342.71135,Yes,0.70559,1,0.85223
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Kept,Legal Size,64.4806314,1127.032653,Pieces,NA,NA,64.4806314,1127.03265,Pieces,33.57131,No,0.56504,0.56504,0.88822
2025-2026,Prince Rupert,2025,8,Area 3,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Released,Unspecified,51.05635026,551.8149739,Pieces,NA,NA,51.05635026,551.81497,Pieces,23.49074,No,0.66273,0.38922,0.95294
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Black,Not Applicable,Kept,Legal Size,1168.095398,151725.6164,Pieces,1.76915,0.14063428,660.25798,51231.05336,Pieces,226.34278,Yes,0.21638,0.00587,0.98406
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,737.1951098,148064.7494,Pieces,1.74767,0.195909392,421.81597,50712.49815,Pieces,225.19436,Yes,0.07614,0,0.98022
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Bocaccio Rockfish,Not Applicable,Kept,Legal Size,23.36056498,84.52756538,Pieces,1.04223,0.386826356,22.41402,147.02254,Pieces,12.12529,Yes,0.28605,0.5946,0.5721
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Canary,Not Applicable,Kept,Legal Size,8.82800416,15.84456062,Pieces,1.26178,0.128794339,6.99647,10.46207,Pieces,3.23451,Yes,0.50463,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Canary,Not Applicable,Released,Unspecified,88.04402232,5400.311403,Pieces,1.70749,0.439084328,51.56342,2028.08005,Pieces,45.03421,Yes,0.03313,0,0.96687
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,China,Not Applicable,Kept,Legal Size,54.77796922,829.2934445,Pieces,0.42668,0.121062143,128.38185,5882.0029,Pieces,76.69422,Yes,0.32762,0,0.95614
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,China,Not Applicable,Released,Unspecified,203.3559124,6874.929818,Pieces,1.26616,0.260618511,160.60838,5381.23174,Pieces,73.35688,Yes,0.13994,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),340.866828,8039.862677,Pieces,0.99775,0.043274314,341.63551,8295.71932,Pieces,91.08084,Yes,0.69588,0.0141,0.9859
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),279.1227297,19940.44473,Pieces,0.78112,0.056483068,357.33655,33348.96097,Pieces,182.61698,Yes,0.17832,0.02609,0.98278
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),1184.856708,88759.60245,Pieces,0.99775,0.043274314,1187.52865,91813.17641,Pieces,303.00689,Yes,0.58516,0.00603,0.98823
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),279.3676136,5585.559173,Pieces,0.78112,0.056483068,357.65006,9823.25941,Pieces,99.11236,Yes,0.61501,0.0266,0.99002
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,533.5969278,39570.50337,Pieces,0.78112,0.056483068,683.11774,67293.90745,Pieces,259.41069,Yes,0.13358,0,0.9955
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),1045.603805,649903.2455,Pieces,0.99775,0.043274314,1047.96172,654903.6029,Pieces,809.26115,Yes,0.12146,0,0.99225
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),233.3571261,9229.062683,Pieces,0.78112,0.056483068,298.74683,15592.5974,Pieces,124.87032,Yes,0.68603,0,0.97941
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Chum,Not Applicable,Kept,Legal Size,2.186572523,2.594526874,Pieces,NA,NA,2.186572523,2.59453,Pieces,1.61075,No,1,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Chum,Not Applicable,Released,Unspecified,79.00953719,1708.892395,Pieces,NA,NA,79.00953719,1708.8924,Pieces,41.33875,No,0.17941,0,0.96471
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,556.2584155,21549.88334,Pieces,0.9053,0.046209447,614.4465,27277.85437,Pieces,165.16009,Yes,0.53231,0.00864,0.99136
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,65.79205485,614.5979603,Pieces,0.80271,0.052107393,81.96242,982.14424,Pieces,31.33918,Yes,0.83528,0.25563,0.74437
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,5600.729703,689192.3311,Pieces,0.9053,0.046209447,6186.6008,940641.0181,Pieces,969.86649,Yes,0.33227,0.00601,0.97928
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,230.2376195,4576.73925,Pieces,0.80271,0.052107393,286.8254,7449.62133,Pieces,86.31119,Yes,0.44496,0.08607,0.97578
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,2709.06009,1899656.297,Pieces,0.9053,0.046209447,2992.44459,2341205.643,Pieces,1530.09988,Yes,0.24517,0.01626,0.9812
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,170.1768375,6554.893134,Pieces,0.80271,0.052107393,212.00289,10362.37526,Pieces,101.79575,Yes,0.26259,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Copper,Not Applicable,Kept,Legal Size,178.6002874,8897.407398,Pieces,0.45112,0.10272378,395.90417,51847.05966,Pieces,227.69949,Yes,0.08707,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Copper,Not Applicable,Released,Unspecified,85.35133746,1593.830089,Pieces,1.76068,0.324269619,48.47635,593.84948,Pieces,24.36903,Yes,0.15951,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Dogfish,Not Applicable,Released,Unspecified,22.40146235,49.71518563,Pieces,0.7936,0.056979448,28.22765,83.04548,Pieces,9.11293,Yes,0.39591,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,6525.451948,480713.4547,Fisher days,1.86976,0.07679614,3489.99441,158051.135,Boat trips,397.55646,Yes,0.30781,0.01286,0.98041
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,1190.687404,301400.3014,Fisher days,1.86976,0.07679614,636.81296,86896.95797,Boat trips,294.7829,Yes,0.13509,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,36.67666218,489.8063734,Pieces,0.61491,0.103869673,59.64558,1396.90281,Pieces,37.37516,Yes,0.11924,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Greenling,Not Applicable,Released,Unspecified,342.298244,68737.80009,Pieces,1.17605,0.169408658,291.05756,51456.42085,Pieces,226.84008,Yes,0,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,2524.838116,168016.9095,Pieces,1.23,0.149,2052.71392,172889.0258,Pieces,415.79926,Yes,0.42996,0.00891,0.98806
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,1195.297355,75931.65171,Pieces,1.42,0.254,841.7587,60327.79259,Pieces,245.61717,Yes,0.71211,0.00201,0.98123
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Herring,Not Applicable,Kept,Legal Size,678.2524513,272565.4112,Pieces,0.03157,99.82016504,21484.08145,4.61446E+15,Pieces,67929826.4,Yes,0.19704,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,1261.061796,41325.1249,Pieces,0.89128,0.094595385,1414.88847,74572.34744,Pieces,273.07938,Yes,0.3613,0.01334,0.95863
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,408.9940316,49714.65873,Pieces,0.84346,0.076883752,484.90033,71834.05823,Pieces,268.01876,Yes,0.17815,0,0.95878
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Kept,Legal Size,4.41400208,5.32853975,Pieces,NA,NA,4.41400208,5.32854,Pieces,2.30836,No,1,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Released,Unspecified,11.26431456,19.36459619,Pieces,NA,NA,11.26431456,19.3646,Pieces,4.40052,No,1,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Kept,Legal Size,187.8308393,3421.021634,Pieces,NA,NA,187.8308393,3421.02163,Pieces,58.4895,No,0.66826,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,302.4765794,15092.97867,Pieces,NA,NA,302.4765794,15092.97867,Pieces,122.85348,No,0.30473,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Other and unknown sharks,Not Applicable,Released,Unspecified,2.227429557,2.734012875,Pieces,NA,NA,2.227429557,2.73401,Pieces,1.65349,No,1,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Pacific cod,Not Applicable,Kept,Legal Size,487.8671627,37321.58822,Pieces,2.23614,0.249627511,218.1738,8057.02449,Pieces,89.76093,Yes,0.86162,0.01765,0.99429
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Pacific cod,Not Applicable,Released,Unspecified,128.285332,7456.013227,Pieces,3.50147,0.630825418,36.63756,651.71151,Pieces,25.52864,Yes,0.78224,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Perches,Not Applicable,Kept,Legal Size,668.4966403,368461.3411,Pieces,0.53663,15.63964237,1245.73103,1319391468,Pieces,36323.42863,Yes,0.00371,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Perches,Not Applicable,Released,Unspecified,20.04686601,112.0945279,Pieces,0.03418,39.60741248,586.50866,4.6191E+11,Pieces,679639.9313,Yes,1,0.55556,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Pink,Not Applicable,Kept,Legal Size,971.734783,40802.06926,Pieces,1.25416,0.078866658,774.80926,28314.32255,Pieces,168.2686,Yes,0.30866,0.00458,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Pink,Not Applicable,Released,Unspecified,4504.420677,2890847.696,Pieces,1.50435,0.243093517,2994.26375,1511516.44,Pieces,1229.43745,Yes,0.09472,0,0.98475
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,503.0561604,21553.67133,Pieces,0.41161,0.058010258,1222.167,156886.975,Pieces,396.0896,Yes,0.35379,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,609.4771381,87382.45234,Pieces,1.15606,0.327638072,527.20199,87707.31126,Pieces,296.1542,Yes,0.19761,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Sablefish,Not Applicable,Released,Unspecified,2.227429557,2.734012875,Pieces,0.05626,0.22618418,39.59171,26199.51021,Pieces,161.86263,Yes,1,1,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Sculpins,Not Applicable,Released,Unspecified,8.909718229,16.40407725,Pieces,0.20136,0.076688018,44.24771,688.56249,Pieces,26.24047,Yes,0.75,0.5,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,Skates,Not Applicable,Released,Unspecified,30.58470077,456.5171897,Pieces,1.94418,0.324589371,15.73141,127.67511,Pieces,11.29934,Yes,0.84751,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Sockeye,Not Applicable,Kept,Legal Size,48.92239387,1361.243339,Pieces,0.94896,0.114592858,51.55369,1550.36668,Pieces,39.3747,Yes,1,0.10127,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Sockeye,Not Applicable,Released,Unspecified,17.34017207,76.83331948,Pieces,2.1578,0.279011521,8.03604,17.58135,Pieces,4.19301,Yes,0.57143,0.57143,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Tiger,Not Applicable,Kept,Legal Size,41.21323536,495.5398385,Pieces,0.21865,0.227000613,188.48953,48659.14185,Pieces,220.58817,Yes,0.27023,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Tiger,Not Applicable,Released,Unspecified,46.67570187,1356.875349,Pieces,0.15182,0.300461226,307.44106,429073.669,Pieces,655.03715,Yes,0.06248,0,0.93752
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Kept,Legal Size,8.746290091,25.94340553,Pieces,NA,NA,8.746290091,25.94341,Pieces,5.09347,No,1,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Released,Unspecified,2.186572523,2.594526874,Pieces,NA,NA,2.186572523,2.59453,Pieces,1.61075,No,1,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Vermilion,Not Applicable,Kept,Legal Size,7.207880435,30.32989906,Pieces,0.90412,0.092440586,7.97226,37.76825,Pieces,6.14559,Yes,1,1,0
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Kept,Legal Size,4.454859114,10.9360515,Pieces,0.06058,0.400101323,73.5368,238859.7543,Pieces,488.7328,Yes,1,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Released,Unspecified,1014.375938,219694.9438,Pieces,1.03691,0.18876382,978.26806,236048.1987,Pieces,485.84792,Yes,0.13077,0.00244,0.99725
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Kept,Legal Size,115.3226922,2694.989199,Pieces,0.42882,0.084187973,268.9303,17443.30741,Pieces,132.07311,Yes,0.26864,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Released,Unspecified,52.36916402,1415.717518,Pieces,0.1622,0.096051503,322.86784,90367.26962,Pieces,300.61149,Yes,1,0,1
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Kept,Legal Size,2.402626812,3.369988784,Pieces,NA,NA,2.402626812,3.36999,Pieces,1.83575,No,1,1,0
2025-2026,Prince Rupert,2025,8,Area 4,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Released,Unspecified,125.7583194,4866.158144,Pieces,NA,NA,125.7583194,4866.15814,Pieces,69.75785,No,0.17517,0.01771,1
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,4.954334878,14.63676432,Pieces,1.74767,0.195909392,2.83482,4.89309,Pieces,2.21203,Yes,0,0,1
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,ROCKFISH,China,Not Applicable,Released,Unspecified,4.954334878,14.63676432,Pieces,1.26616,0.260618511,3.91288,9.77861,Pieces,3.12708,Yes,0,0,1
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),36.56875416,233.8137188,Pieces,0.99775,0.043274314,36.65122,237.39638,Pieces,15.40767,Yes,0.93226,0.87247,0.73719
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),0,0,Pieces,0.78112,0.056483068,0,0,Pieces,0,Yes,0,0,0
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),20.87285782,61.59441975,Pieces,0.99775,0.043274314,20.91993,62.69579,Pieces,7.91807,Yes,0.464,0.69422,0.42446
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),17.57036627,150.8978308,Pieces,0.78112,0.056483068,22.49381,249.95892,Pieces,15.81009,Yes,0.27349,0.27349,0.72651
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,4.954334878,14.63676432,Pieces,0.78112,0.056483068,6.3426,24.1992,Pieces,4.91927,Yes,1,1,1
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),5.393691167,9.248778008,Pieces,0.78112,0.056483068,6.90507,15.40755,Pieces,3.92525,Yes,1,0.45927,0.45927
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,23.07824499,87.62239492,Pieces,0.9053,0.046209447,25.49237,108.60605,Pieces,10.42142,Yes,0.42289,0.42289,0.42935
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,65.6016406,732.7691575,Pieces,0.9053,0.046209447,72.46398,907.77295,Pieces,30.12927,Yes,0.1465,0.25637,0.40516
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,14.41576087,121.3195962,Pieces,0.80271,0.052107393,17.95887,189.64315,Pieces,13.7711,Yes,1,1,0
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,24.17534937,183.1362035,Pieces,0.9053,0.046209447,26.70424,225.31249,Pieces,15.01041,Yes,0.90062,0.69568,0.20493
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,9.610507246,53.91982055,Pieces,0.80271,0.052107393,11.97258,84.28584,Pieces,9.18073,Yes,1,1,0
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,179.1459299,1607.524395,Fisher days,1.86976,0.07679614,95.81226,475.30422,Boat trips,21.80147,Yes,0.31633,0.28414,0.37317
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,8.82800416,21.314159,Fisher days,1.86976,0.07679614,4.72146,6.13433,Boat trips,2.47676,Yes,0.49537,0,1
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,6.382556324,34.3544689,Pieces,0.61491,0.103869673,10.37966,93.93148,Pieces,9.69183,Yes,0,0,1
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,39.03362562,121.1479634,Pieces,1.23,0.149,31.73465,94.85513,Pieces,9.73936,Yes,0.55244,0.24621,0.67907
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,6.559717568,23.35074187,Pieces,1.42,0.254,4.61952,12.2632,Pieces,3.50188,Yes,1,0,1
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,23.81021383,80.01570554,Pieces,0.89128,0.094595385,26.71463,108.76638,Pieces,10.42911,Yes,1,0.90817,0.09183
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,0,0,Pieces,0.84346,0.076883752,0,0,Pieces,0,Yes,0,0,0
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,2.477167439,3.659191081,Pieces,NA,NA,2.477167439,3.65919,Pieces,1.9129,No,1,0,1
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Pink,Not Applicable,Kept,Legal Size,7.524590164,49.09486697,Pieces,1.25416,0.078866658,5.99971,31.35496,Pieces,5.59955,Yes,0,0,0
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Pink,Not Applicable,Released,Unspecified,46.626705,902.193611,Pieces,1.50435,0.243093517,30.99459,423.74474,Pieces,20.58506,Yes,0.10466,0.05153,0.89694
2025-2026,Central Coast,2025,8,Area 5,Angling from boat,SALMON,Sockeye,Not Applicable,Kept,Legal Size,8.859723763,38.01365998,Pieces,0.94896,0.114592858,9.33625,43.48383,Pieces,6.59423,Yes,0.2796,0.2796,1
